Gene ID	P value	avg_log(Foldchange)	pct.1 (enriched cluster)	pct.2 (other clusters)	adjusted P value	cluster
LOC-Os07g48244	5.18E-19	0.260844703	1	0.994	2.03E-14	root_hair
LOC-Os01g482802	5.56E-19	0.394401946	0.959	0.8	2.18E-14	root_hair
LOC-Os07g079901	6.06E-19	0.461575683	0.993	0.89	2.38E-14	root_hair
LOC-Os07g09340	6.16E-19	0.406303377	0.393	0.147	2.41E-14	root_hair
LOC-Os12g021501	6.33E-19	0.400453326	0.917	0.719	2.48E-14	root_hair
LOC-Os04g496801	7.17E-19	0.251010733	0.469	0.175	2.81E-14	root_hair
LOC-Os07g426501	7.56E-19	0.317176825	0.379	0.135	2.96E-14	root_hair
LOC-Os02g40830	7.66E-19	0.380221943	0.848	0.588	3.01E-14	root_hair
LOC-Os11g070402	8.65E-19	0.456706649	0.655	0.327	3.39E-14	root_hair
LOC-Os03g205002	8.72E-19	0.415469061	0.545	0.232	3.42E-14	root_hair
LOC-Os03g551501	1.01E-18	0.382441472	0.945	0.798	3.95E-14	root_hair
LOC-Os12g13590	1.04E-18	0.280026298	0.51	0.207	4.06E-14	root_hair
LOC-Os02g375901	1.13E-18	0.440652715	0.834	0.505	4.43E-14	root_hair
LOC-Os02g16550	1.13E-18	0.371855015	0.841	0.528	4.44E-14	root_hair
LOC-Os01g460701	1.20E-18	0.376983216	0.993	0.83	4.70E-14	root_hair
LOC-Os06g435701	1.36E-18	0.426024521	0.869	0.563	5.32E-14	root_hair
LOC-Os05g51420	1.70E-18	0.521975748	0.628	0.318	6.68E-14	root_hair
LOC-Os09g250701	1.73E-18	0.455249009	0.655	0.326	6.77E-14	root_hair
LOC-Os01g225201	1.94E-18	0.390254174	0.938	0.721	7.60E-14	root_hair
LOC-Os03g488301	2.07E-18	0.260887953	0.49	0.196	8.10E-14	root_hair
LOC-Os02g345602	2.09E-18	0.402246976	0.862	0.582	8.18E-14	root_hair
LOC-Os01g61580	2.19E-18	0.392266063	0.821	0.536	8.58E-14	root_hair
LOC-Os02g42314	2.19E-18	0.354321126	0.903	0.667	8.58E-14	root_hair
LOC-Os06g43650	2.20E-18	0.385411645	0.897	0.696	8.62E-14	root_hair
LOC-Os05g325441	2.40E-18	0.250924272	0.317	0.101	9.40E-14	root_hair
LOC-Os01g53680	2.65E-18	0.364442432	0.745	0.418	1.04E-13	root_hair
LOC-Os01g543501	2.66E-18	0.293308301	0.566	0.247	1.04E-13	root_hair
LOC-Os08g20544	3.13E-18	0.351637858	0.641	0.329	1.23E-13	root_hair
LOC-Os04g502041	3.29E-18	0.388448091	0.6	0.285	1.29E-13	root_hair
LOC-Os02g518902	3.53E-18	0.409333291	0.917	0.657	1.38E-13	root_hair
LOC-Os09g33500	3.68E-18	0.385276729	0.917	0.751	1.44E-13	root_hair
LOC-Os05g492001	3.71E-18	0.361064494	0.986	0.942	1.45E-13	root_hair
LOC-Os01g46932	3.79E-18	0.343510716	0.697	0.377	1.48E-13	root_hair
LOC-Os01g40470	4.39E-18	0.40386391	0.931	0.7	1.72E-13	root_hair
LOC-Os05g441001	5.20E-18	0.400144426	0.628	0.323	2.04E-13	root_hair
LOC-Os01g614602	8.79E-18	0.433126676	0.697	0.379	3.45E-13	root_hair
LOC-Os02g48010	1.04E-17	0.403890123	0.855	0.605	4.09E-13	root_hair
LOC-Os06g04460	1.08E-17	0.338482413	0.621	0.307	4.23E-13	root_hair
LOC-Os05g11010	1.10E-17	0.386007058	0.972	0.777	4.30E-13	root_hair
LOC-Os05g067501	1.11E-17	0.356218427	0.807	0.469	4.35E-13	root_hair
LOC-Os06g40450	1.15E-17	0.265614397	0.49	0.207	4.52E-13	root_hair
LOC-Os01g07410	1.41E-17	0.337468935	0.469	0.198	5.53E-13	root_hair
LOC-Os02g070601	1.52E-17	0.305386999	0.662	0.328	5.96E-13	root_hair
LOC-Os10g283501	1.77E-17	0.28873012	0.4	0.145	6.93E-13	root_hair
LOC-Os05g26890	1.99E-17	0.252688995	0.366	0.13	7.81E-13	root_hair
LOC-Os04g35300	2.02E-17	0.342584013	0.986	0.862	7.92E-13	root_hair
LOC-Os02g57854	2.43E-17	0.365785864	0.959	0.795	9.53E-13	root_hair
LOC-Os11g113901	2.44E-17	0.35185738	0.834	0.563	9.57E-13	root_hair
LOC-Os11g401401	3.00E-17	0.416696953	0.821	0.598	1.18E-12	root_hair
LOC-Os03g48390	3.26E-17	0.367486987	0.855	0.553	1.28E-12	root_hair
LOC-Os02g31874	3.92E-17	0.320431374	0.538	0.256	1.54E-12	root_hair
LOC-Os04g023541	4.26E-17	0.322416843	0.655	0.344	1.67E-12	root_hair
LOC-Os10g428402	4.58E-17	0.333508661	0.979	0.877	1.79E-12	root_hair
LOC-Os03g20860	4.62E-17	0.254305219	0.421	0.165	1.81E-12	root_hair
LOC-Os06g060301	4.93E-17	0.363485163	0.952	0.753	1.93E-12	root_hair
LOC-Os02g05340	5.07E-17	0.408711962	0.69	0.406	1.99E-12	root_hair
LOC-Os12g329501	5.16E-17	0.383848094	0.966	0.813	2.02E-12	root_hair
LOC-Os02g04740	5.30E-17	0.291979265	0.476	0.202	2.08E-12	root_hair
LOC-Os12g107402	5.46E-17	0.277554188	0.772	0.402	2.14E-12	root_hair
LOC-Os08g01350	5.65E-17	0.310058105	0.476	0.209	2.21E-12	root_hair
LOC-Os08g43640	6.03E-17	0.374385043	0.648	0.343	2.37E-12	root_hair
LOC-Os06g234301	7.67E-17	0.335439845	0.621	0.336	3.01E-12	root_hair
LOC-Os05g480201	9.13E-17	0.355521341	0.959	0.765	3.58E-12	root_hair
LOC-Os03g480802	1.02E-16	0.277597336	1	0.985	4.00E-12	root_hair
LOC-Os03g51390	1.06E-16	0.377768826	1	0.816	4.14E-12	root_hair
LOC-Os04g408502	1.18E-16	0.366599363	0.641	0.335	4.62E-12	root_hair
LOC-Os04g566461	1.18E-16	0.373606578	0.834	0.547	4.63E-12	root_hair
LOC-Os11g48030	1.24E-16	0.368974721	0.69	0.387	4.85E-12	root_hair
LOC-Os02g558802	1.27E-16	0.361793353	0.586	0.271	4.98E-12	root_hair
LOC-Os01g559402	1.40E-16	0.307362402	0.393	0.142	5.49E-12	root_hair
LOC-Os04g50864	1.52E-16	0.388830808	0.745	0.454	5.94E-12	root_hair
LOC-Os02g559101	1.53E-16	0.335257022	0.717	0.388	6.01E-12	root_hair
LOC-Os02g459302	1.56E-16	0.407779441	0.814	0.482	6.13E-12	root_hair
LOC-Os03g132201	1.63E-16	0.309289209	0.648	0.334	6.39E-12	root_hair
LOC-Os03g18420	1.66E-16	0.312997384	0.979	0.891	6.49E-12	root_hair
LOC-Os11g26910	1.89E-16	0.339247661	1	0.943	7.40E-12	root_hair
LOC-Os04g500301	2.02E-16	0.37152689	0.69	0.353	7.93E-12	root_hair
LOC-Os04g24520	2.16E-16	0.31258243	1	0.96	8.46E-12	root_hair
LOC-Os01g68710	2.21E-16	0.360839248	0.869	0.557	8.67E-12	root_hair
LOC-Os09g263101	2.51E-16	0.431496726	0.945	0.697	9.86E-12	root_hair
LOC-Os08g035701	2.88E-16	0.387685661	0.634	0.347	1.13E-11	root_hair
LOC-Os06g50000	2.97E-16	0.294107399	0.993	0.938	1.17E-11	root_hair
LOC-Os09g339501	4.04E-16	0.318206337	0.993	0.894	1.58E-11	root_hair
LOC-Os06g451401	4.13E-16	0.409276736	0.821	0.513	1.62E-11	root_hair
LOC-Os01g555401	6.92E-16	0.457470267	0.924	0.847	2.71E-11	root_hair
LOC-Os05g055601	7.45E-16	0.362273038	0.676	0.393	2.92E-11	root_hair
LOC-Os09g28060	8.48E-16	0.468004157	0.779	0.498	3.33E-11	root_hair
LOC-Os03g489301	8.59E-16	0.326622591	0.952	0.774	3.37E-11	root_hair
LOC-Os03g48950	9.50E-16	0.276174604	0.545	0.257	3.73E-11	root_hair
LOC-Os03g09210	9.82E-16	0.329826268	0.993	0.886	3.85E-11	root_hair
LOC-Os10g30750	9.83E-16	0.267359459	0.428	0.175	3.85E-11	root_hair
LOC-Os03g42320	1.15E-15	0.276364345	0.503	0.23	4.51E-11	root_hair
LOC-Os01g62620	1.16E-15	0.279041234	0.621	0.319	4.56E-11	root_hair
LOC-Os07g02000	1.27E-15	0.299188786	0.579	0.298	4.98E-11	root_hair
LOC-Os05g399302	1.39E-15	0.38833483	0.931	0.734	5.46E-11	root_hair
LOC-Os02g03470	1.41E-15	0.261968821	0.421	0.173	5.53E-11	root_hair
LOC-Os02g43020	1.66E-15	0.27388575	0.462	0.196	6.52E-11	root_hair
LOC-Os01g378001	1.72E-15	0.340014141	0.862	0.594	6.74E-11	root_hair
LOC-Os01g05630	1.87E-15	0.36225927	0.524	0.232	7.35E-11	root_hair
LOC-Os03g08390	2.05E-15	0.268574236	0.476	0.196	8.04E-11	root_hair
LOC-Os11g181702	2.05E-15	0.390896849	0.71	0.424	8.05E-11	root_hair
LOC-Os04g326601	2.06E-15	0.322340637	0.959	0.812	8.08E-11	root_hair
LOC-Os03g60530	2.10E-15	0.320088448	0.959	0.771	8.22E-11	root_hair
LOC-Os08g41680	2.12E-15	0.271680525	0.517	0.239	8.32E-11	root_hair
Add-EVM00158851	2.58E-15	0.480143512	0.821	0.642	1.01E-10	root_hair
LOC-Os09g33450	2.90E-15	0.320358097	0.697	0.406	1.14E-10	root_hair
LOC-Os12g408902	3.12E-15	0.348063479	0.938	0.641	1.22E-10	root_hair
LOC-Os06g164101	3.43E-15	0.278535053	0.503	0.229	1.34E-10	root_hair
LOC-Os09g269001	3.64E-15	0.352331591	0.683	0.371	1.43E-10	root_hair
LOC-Os11g076703	3.68E-15	0.288339033	0.655	0.329	1.44E-10	root_hair
LOC-Os01g487901	3.96E-15	0.275609443	0.579	0.282	1.55E-10	root_hair
LOC-Os02g55420	4.04E-15	0.251796917	0.393	0.161	1.58E-10	root_hair
LOC-Os03g08630	4.54E-15	0.305326666	0.538	0.267	1.78E-10	root_hair
LOC-Os05g18774	4.57E-15	0.262840535	0.531	0.249	1.79E-10	root_hair
LOC-Os08g277203	5.71E-15	0.269913073	0.628	0.303	2.24E-10	root_hair
LOC-Os04g445001	6.44E-15	0.316761923	0.462	0.197	2.52E-10	root_hair
LOC-Os06g45120	7.15E-15	0.363859079	0.903	0.698	2.80E-10	root_hair
LOC-Os02g32350	9.02E-15	0.289596924	0.448	0.192	3.54E-10	root_hair
LOC-Os03g57450	9.02E-15	0.278457522	0.69	0.376	3.54E-10	root_hair
LOC-Os12g37880	1.07E-14	0.304306442	0.517	0.253	4.19E-10	root_hair
LOC-Os10g10080	1.10E-14	0.307588053	0.559	0.277	4.32E-10	root_hair
LOC-Os07g254202	1.15E-14	0.335396794	0.869	0.656	4.49E-10	root_hair
LOC-Os05g39670	1.39E-14	0.402655611	0.828	0.62	5.43E-10	root_hair
LOC-Os03g537402	1.45E-14	0.335195439	0.772	0.471	5.67E-10	root_hair
LOC-Os03g28400	1.65E-14	0.308165641	0.607	0.325	6.46E-10	root_hair
LOC-Os06g080801	2.46E-14	0.339903464	0.683	0.415	9.64E-10	root_hair
LOC-Os04g456901	2.55E-14	0.317361107	0.428	0.184	1.00E-09	root_hair
LOC-Os01g059591	2.56E-14	0.481771465	0.903	0.728	1.00E-09	root_hair
LOC-Os12g32180	2.72E-14	0.305678575	0.572	0.299	1.07E-09	root_hair
LOC-Os06g275602	2.80E-14	0.297259632	0.993	0.889	1.10E-09	root_hair
LOC-Os03g46390	3.13E-14	0.327299908	0.717	0.446	1.23E-09	root_hair
LOC-Os07g447802	3.27E-14	0.3486705	0.476	0.21	1.28E-09	root_hair
LOC-Os01g596001	3.79E-14	0.326997473	0.855	0.599	1.49E-09	root_hair
LOC-Os03g53110	3.88E-14	0.31734194	0.621	0.339	1.52E-09	root_hair
LOC-Os06g460001	3.92E-14	0.302209961	0.738	0.425	1.54E-09	root_hair
LOC-Os05g384001	4.33E-14	0.371380337	0.834	0.618	1.70E-09	root_hair
LOC-Os08g36480	4.91E-14	0.378685075	0.448	0.203	1.93E-09	root_hair
LOC-Os08g42370	5.02E-14	0.315466514	0.772	0.487	1.97E-09	root_hair
LOC-Os04g10240	5.59E-14	0.313586895	0.938	0.687	2.19E-09	root_hair
LOC-Os01g46926	6.30E-14	0.347123507	0.945	0.85	2.47E-09	root_hair
LOC-Os10g39120	6.68E-14	0.327587612	0.841	0.622	2.62E-09	root_hair
LOC-Os08g14620	7.33E-14	0.275835294	0.538	0.265	2.87E-09	root_hair
LOC-Os01g12830	7.96E-14	0.297903571	0.634	0.353	3.12E-09	root_hair
LOC-Os08g253101	8.64E-14	0.281750849	0.4	0.167	3.39E-09	root_hair
LOC-Os01g37832	8.72E-14	0.260439681	0.448	0.2	3.42E-09	root_hair
LOC-Os06g048001	9.54E-14	0.281263557	0.662	0.362	3.74E-09	root_hair
LOC-Os02g408601	9.57E-14	0.257335722	0.414	0.177	3.75E-09	root_hair
LOC-Os11g010402	1.11E-13	0.35734051	0.8	0.492	4.35E-09	root_hair
LOC-Os08g405001	1.20E-13	0.27323309	0.586	0.277	4.71E-09	root_hair
LOC-Os07g44650	1.49E-13	0.325168772	0.952	0.808	5.86E-09	root_hair
LOC-Os01g731401	1.55E-13	0.333393399	0.834	0.565	6.08E-09	root_hair
LOC-Os09g21470	1.61E-13	0.263902577	1	0.953	6.31E-09	root_hair
LOC-Os01g689401	1.91E-13	0.334144278	0.752	0.473	7.47E-09	root_hair
LOC-Os02g53790	2.06E-13	0.290844719	0.593	0.317	8.06E-09	root_hair
LOC-Os07g476702	2.85E-13	0.411091368	0.952	0.952	1.12E-08	root_hair
LOC-Os03g02730	2.99E-13	0.289003687	0.697	0.41	1.17E-08	root_hair
LOC-Os04g376901	3.33E-13	0.343388416	0.793	0.555	1.31E-08	root_hair
LOC-Os07g39560	3.43E-13	0.312772987	0.641	0.364	1.34E-08	root_hair
LOC-Os04g20230	3.48E-13	0.259758555	0.648	0.354	1.37E-08	root_hair
LOC-Os03g51160	3.48E-13	0.272095372	0.51	0.256	1.37E-08	root_hair
LOC-Os12g421801	4.09E-13	0.258936456	0.462	0.214	1.61E-08	root_hair
LOC-Os03g484801	4.68E-13	0.293924984	0.655	0.369	1.83E-08	root_hair
LOC-Os08g374902	5.05E-13	0.307563743	0.91	0.708	1.98E-08	root_hair
LOC-Os05g333601	5.77E-13	0.321631356	0.966	0.823	2.26E-08	root_hair
LOC-Os08g315101	5.84E-13	0.327706517	0.517	0.26	2.29E-08	root_hair
LOC-Os05g354602	5.96E-13	0.287637861	0.828	0.496	2.34E-08	root_hair
LOC-Os11g051201	6.40E-13	0.250708465	0.552	0.278	2.51E-08	root_hair
LOC-Os09g337902	6.79E-13	0.267243922	0.572	0.297	2.66E-08	root_hair
LOC-Os01g34390	8.40E-13	0.276547232	0.669	0.387	3.30E-08	root_hair
LOC-Os02g320301	8.49E-13	0.341581852	0.862	0.65	3.33E-08	root_hair
LOC-Os07g450901	9.26E-13	0.301046676	0.869	0.596	3.63E-08	root_hair
LOC-Os03g194521	9.47E-13	0.319972674	0.593	0.332	3.71E-08	root_hair
LOC-Os03g638601	1.05E-12	0.289980119	0.876	0.652	4.12E-08	root_hair
LOC-Os02g03860	1.26E-12	0.253677513	1	0.95	4.93E-08	root_hair
LOC-Os11g32240	1.28E-12	0.311475088	0.593	0.325	5.02E-08	root_hair
LOC-Os08g36410	1.31E-12	0.262419433	0.538	0.263	5.12E-08	root_hair
LOC-Os02g48610	1.43E-12	0.266834751	0.966	0.86	5.61E-08	root_hair
LOC-Os11g392202	1.55E-12	0.362604392	0.669	0.399	6.09E-08	root_hair
LOC-Os03g50540	1.68E-12	0.273259577	0.745	0.451	6.59E-08	root_hair
LOC-Os10g26700	1.78E-12	0.5018011	0.821	0.627	7.00E-08	root_hair
LOC-Os02g52140	2.32E-12	0.303454521	0.641	0.371	9.09E-08	root_hair
LOC-Os01g582201	2.76E-12	0.398265864	0.931	0.797	1.08E-07	root_hair
LOC-Os06g13030	2.77E-12	0.272056632	0.579	0.302	1.09E-07	root_hair
LOC-Os02g092201	2.88E-12	0.256603585	0.221	0.07	1.13E-07	root_hair
LOC-Os03g082801	3.05E-12	0.303528794	0.841	0.6	1.20E-07	root_hair
LOC-Os03g148802	3.16E-12	0.309575311	0.931	0.697	1.24E-07	root_hair
LOC-Os03g07400	3.72E-12	0.318547167	0.779	0.523	1.46E-07	root_hair
LOC-Os06g12580	3.85E-12	0.347602377	0.89	0.702	1.51E-07	root_hair
LOC-Os07g317202	4.60E-12	0.276458697	0.572	0.299	1.81E-07	root_hair
LOC-Os06g145501	4.65E-12	0.276374854	0.579	0.316	1.82E-07	root_hair
LOC-Os03g044101	4.92E-12	0.27543229	0.959	0.822	1.93E-07	root_hair
LOC-Os12g326201	5.37E-12	0.357178522	0.821	0.583	2.11E-07	root_hair
LOC-Os12g01260	5.45E-12	0.281543957	0.593	0.341	2.14E-07	root_hair
LOC-Os02g11820	6.13E-12	0.301213273	0.503	0.267	2.40E-07	root_hair
LOC-Os03g570401	6.58E-12	0.301713878	0.738	0.491	2.58E-07	root_hair
LOC-Os02g01450	6.59E-12	0.272424668	0.559	0.308	2.59E-07	root_hair
LOC-Os02g147602	6.81E-12	0.425512493	0.828	0.661	2.67E-07	root_hair
LOC-Os02g041001	7.67E-12	0.278228681	0.807	0.529	3.01E-07	root_hair
LOC-Os03g198901	8.13E-12	0.300247406	0.924	0.746	3.19E-07	root_hair
LOC-Os07g46370	8.51E-12	0.284613638	0.593	0.337	3.34E-07	root_hair
LOC-Os02g516101	9.54E-12	0.29524443	0.524	0.293	3.74E-07	root_hair
LOC-Os01g465701	9.61E-12	0.35446376	0.566	0.309	3.77E-07	root_hair
LOC-Os01g50934	9.70E-12	0.299895002	0.786	0.54	3.80E-07	root_hair
LOC-Os04g44830	9.83E-12	0.29022005	0.703	0.445	3.86E-07	root_hair
LOC-Os02g25020	1.09E-11	0.29941574	0.559	0.298	4.28E-07	root_hair
LOC-Os07g49150	1.31E-11	0.297728236	0.779	0.544	5.12E-07	root_hair
LOC-Os08g25590	1.33E-11	0.308760645	0.966	0.866	5.23E-07	root_hair
LOC-Os01g26070	1.57E-11	0.297448818	0.6	0.334	6.14E-07	root_hair
LOC-Os03g57880	1.93E-11	0.284819655	0.703	0.419	7.59E-07	root_hair
LOC-Os11g10050	2.11E-11	0.252603697	0.49	0.243	8.26E-07	root_hair
LOC-Os05g09500	2.74E-11	0.289511288	0.49	0.245	1.07E-06	root_hair
LOC-Os03g13970	3.23E-11	0.278012038	0.793	0.524	1.27E-06	root_hair
LOC-Os01g585801	3.44E-11	0.274669284	0.917	0.728	1.35E-06	root_hair
LOC-Os03g43910	3.53E-11	0.265959085	0.545	0.29	1.39E-06	root_hair
LOC-Os02g110501	3.65E-11	0.280802241	0.807	0.546	1.43E-06	root_hair
LOC-Os05g385501	3.88E-11	0.27129362	0.876	0.68	1.52E-06	root_hair
LOC-Os04g429801	4.03E-11	0.261315828	0.372	0.165	1.58E-06	root_hair
LOC-Os05g031741	4.35E-11	0.260282939	0.497	0.254	1.71E-06	root_hair
LOC-Os06g19680	4.40E-11	0.258356208	0.462	0.229	1.72E-06	root_hair
LOC-Os07g12150	5.90E-11	0.271509391	0.91	0.72	2.31E-06	root_hair
LOC-Os06g36490	6.50E-11	0.285391918	0.517	0.277	2.55E-06	root_hair
LOC-Os05g01250	6.75E-11	0.279820613	0.731	0.501	2.65E-06	root_hair
LOC-Os02g13840	6.84E-11	0.342739267	0.821	0.629	2.68E-06	root_hair
LOC-Os05g451102	6.99E-11	0.272150383	0.566	0.314	2.74E-06	root_hair
LOC-Os02g349901	7.98E-11	0.269775622	0.366	0.164	3.13E-06	root_hair
LOC-Os04g582802	8.75E-11	0.285367233	1	0.965	3.43E-06	root_hair
LOC-Os03g56000	1.07E-10	0.259116031	0.572	0.318	4.21E-06	root_hair
LOC-Os05g23530	1.14E-10	0.266048313	0.503	0.275	4.47E-06	root_hair
LOC-Os02g47440	1.24E-10	0.283220945	0.586	0.347	4.87E-06	root_hair
LOC-Os06g050801	1.67E-10	0.276771969	0.986	0.878	6.57E-06	root_hair
LOC-Os05g494201	1.71E-10	0.273375897	0.552	0.314	6.71E-06	root_hair
LOC-Os01g10340	1.86E-10	0.271334687	0.6	0.347	7.31E-06	root_hair
LOC-Os02g03270	2.11E-10	0.255988069	0.69	0.412	8.27E-06	root_hair
LOC-Os04g33600	3.03E-10	0.379016854	0.303	0.131	1.19E-05	root_hair
LOC-Os01g48370	3.27E-10	0.279104251	0.779	0.566	1.28E-05	root_hair
LOC-Os03g634301	5.01E-10	0.29541271	0.848	0.658	1.96E-05	root_hair
LOC-Os01g12880	5.56E-10	0.259298174	0.703	0.457	2.18E-05	root_hair
LOC-Os09g245401	6.06E-10	0.259977647	0.8	0.56	2.38E-05	root_hair
LOC-Os03g58890	6.65E-10	0.290843564	0.869	0.72	2.61E-05	root_hair
LOC-Os06g365602	7.69E-10	0.415154607	0.793	0.652	3.01E-05	root_hair
LOC-Os05g256401	8.31E-10	0.253903096	0.779	0.529	3.26E-05	root_hair
LOC-Os01g12730	8.59E-10	0.254662866	0.69	0.432	3.37E-05	root_hair
LOC-Os07g368201	9.14E-10	0.311872229	0.855	0.647	3.59E-05	root_hair
LOC-Os04g52900	1.10E-09	0.253368402	0.572	0.328	4.33E-05	root_hair
LOC-Os04g44430	1.23E-09	0.278294113	0.634	0.4	4.83E-05	root_hair
LOC-Os08g435401	1.37E-09	0.283112668	0.814	0.567	5.39E-05	root_hair
LOC-Os03g63710	1.55E-09	0.28207388	0.614	0.409	6.08E-05	root_hair
LOC-Os02g141301	1.61E-09	0.256506192	0.876	0.635	6.32E-05	root_hair
LOC-Os09g200901	1.68E-09	0.281349593	0.779	0.539	6.59E-05	root_hair
LOC-Os01g169001	1.90E-09	0.260501367	0.862	0.715	7.47E-05	root_hair
LOC-Os02g212501	2.12E-09	0.258860636	0.931	0.694	8.31E-05	root_hair
LOC-Os04g528002	2.16E-09	0.351769243	0.634	0.405	8.47E-05	root_hair
LOC-Os04g448201	2.37E-09	0.332428828	0.91	0.698	9.31E-05	root_hair
LOC-Os04g45670	2.84E-09	0.251529339	0.538	0.306	0.000111444	root_hair
LOC-Os10g25770	3.14E-09	0.279272575	0.738	0.53	0.00012323	root_hair
LOC-Os07g328001	3.77E-09	0.278576616	0.966	0.936	0.000147698	root_hair
LOC-Os05g47980	5.23E-09	0.261119208	0.931	0.765	0.000205055	root_hair
LOC-Os01g27150	6.06E-09	0.25125487	0.655	0.432	0.000237736	root_hair
LOC-Os01g621102	7.05E-09	0.534074226	0.366	0.186	0.000276486	root_hair
LOC-Os04g534401	7.16E-09	0.253240781	0.6	0.372	0.000280953	root_hair
LOC-Os03g27250	8.93E-09	0.277046579	0.828	0.604	0.000350191	root_hair
LOC-Os12g27520	1.16E-08	0.257333787	0.71	0.49	0.000454063	root_hair
LOC-Os09g35030	1.31E-08	0.321352591	0.434	0.243	0.000514723	root_hair
LOC-Os03g186001	1.44E-08	0.25959578	0.586	0.35	0.00056509	root_hair
LOC-Os02g48560	1.69E-08	0.284077179	0.414	0.221	0.000664384	root_hair
LOC-Os05g449221	2.21E-08	0.327989986	0.876	0.8	0.000864928	root_hair
LOC-Os02g107301	2.32E-08	0.291222621	0.752	0.552	0.000910887	root_hair
LOC-Os03g586301	3.18E-08	0.2754888	0.793	0.587	0.001246229	root_hair
LOC-Os07g07350	3.24E-08	0.278190016	0.952	0.81	0.001272305	root_hair
LOC-Os10g251301	3.81E-08	0.323869189	0.883	0.765	0.001495697	root_hair
LOC-Os05g135801	3.97E-08	0.275908802	0.979	0.959	0.001557812	root_hair
LOC-Os07g37100	6.89E-08	0.254720151	0.945	0.83	0.002703108	root_hair
LOC-Os03g51530	7.39E-08	0.33781857	0.807	0.717	0.002898359	root_hair
LOC-Os02g21920	7.57E-08	0.365390401	0.883	0.693	0.002970288	root_hair
LOC-Os03g580401	9.53E-08	0.429030675	0.772	0.649	0.003735678	root_hair
LOC-Os03g516502	2.11E-07	0.253296682	0.89	0.774	0.008272827	root_hair
LOC-Os02g462101	3.13E-07	0.263615812	0.448	0.266	0.012281267	root_hair
LOC-Os03g572003	5.45E-07	0.407952619	0.283	0.144	0.021382375	root_hair
LOC-Os03g573201	6.57E-07	0.255762287	0.724	0.531	0.025748206	root_hair
LOC-Os04g415401	8.92E-07	0.294618551	0.497	0.299	0.034993151	root_hair
LOC-Os01g720801	1.38E-06	0.407293674	0.593	0.408	0.054065172	root_hair
LOC-Os08g04630	1.57E-06	0.339111214	0.517	0.358	0.061488301	root_hair
LOC-Os12g280151	6.52E-06	0.26805914	0.759	0.612	0.255797637	root_hair
LOC-Os06g094501	8.84E-06	0.257830784	0.959	0.887	0.346585628	root_hair
LOC-Os04g521301	1.51E-05	0.276987318	0.972	0.954	0.593768836	root_hair
LOC-Os08g026901	0.000175902	0.358045991	0.559	0.478	1	root_hair
LOC-Os06g41770	0.000213417	0.278717625	0.641	0.471	1	root_hair
LOC-Os01g18170	0	1.302330824	1	0.966	0	stele
LOC-Os07g03279	0	0.787609853	1	0.996	0	stele
LOC-Os01g25560	0	0.664793752	0.999	0.966	0	stele
LOC-Os04g56100	0	0.624333374	0.998	0.974	0	stele
LOC-Os04g47220	0	0.674267662	0.997	0.968	0	stele
LOC-Os10g30790	0	0.590438207	0.996	0.911	0	stele
LOC-Os11g42960	0	1.612526922	0.994	0.43	0	stele
LOC-Os03g13140	0	0.911512206	0.992	0.827	0	stele
LOC-Os10g28050	0	0.71379388	0.992	0.779	0	stele
LOC-Os03g51080	0	0.492899207	0.992	0.93	0	stele
LOC-Os01g03340	0	0.844495803	0.991	0.854	0	stele
LOC-Os03g09900	0	0.593086212	0.991	0.891	0	stele
LOC-Os06g46799	0	2.747569652	0.987	0.426	0	stele
LOC-Os08g06100	0	0.525473742	0.985	0.801	0	stele
LOC-Os07g07790	0	2.80534964	0.983	0.16	0	stele
LOC-Os01g15830	0	2.742165583	0.982	0.413	0	stele
LOC-Os02g33080	0	0.642733437	0.98	0.894	0	stele
LOC-Os01g18744	0	0.680904664	0.978	0.6	0	stele
LOC-Os10g28200	0	0.819171069	0.97	0.82	0	stele
LOC-Os02g40840	0	0.72941611	0.965	0.753	0	stele
LOC-Os03g14880	0	0.852559272	0.962	0.63	0	stele
LOC-Os01g15970	0	0.870964793	0.95	0.736	0	stele
LOC-Os02g43660	0	2.076170828	0.947	0.237	0	stele
LOC-Os06g05930	0	1.078978755	0.947	0.64	0	stele
LOC-Os03g58110	0	1.117474595	0.945	0.618	0	stele
LOC-Os11g07690	0	0.869226895	0.941	0.487	0	stele
LOC-Os02g36870	0	0.864765308	0.941	0.586	0	stele
LOC-Os01g15320	0	0.994117917	0.937	0.609	0	stele
LOC-Os05g31750	0	0.917416426	0.937	0.676	0	stele
LOC-Os04g59150	0	1.092805857	0.933	0.568	0	stele
LOC-Os04g02530	0	1.48232137	0.904	0.571	0	stele
LOC-Os01g09080	0	1.128251949	0.902	0.33	0	stele
LOC-Os10g35110	0	1.057979141	0.89	0.581	0	stele
LOC-Os12g25090	0	1.096849951	0.881	0.562	0	stele
LOC-Os02g15700	0	0.499935457	0.877	0.546	0	stele
LOC-Os04g08350	0	0.761056134	0.866	0.62	0	stele
LOC-Os07g06590	0	0.603041302	0.864	0.583	0	stele
LOC-Os02g33820	0	1.839663131	0.862	0.358	0	stele
LOC-Os03g18130	0	1.231891021	0.849	0.364	0	stele
LOC-Os07g07860	0	2.026707232	0.838	0.109	0	stele
LOC-Os03g52720	0	0.587938741	0.829	0.479	0	stele
LOC-Os07g43670	0	1.175375364	0.826	0.266	0	stele
LOC-Os06g03580	0	0.578489909	0.822	0.426	0	stele
