Gene ID	P value	avg_log(Foldchange)	pct.1 (enriched cluster)	pct.2 (other clusters)	adjusted P value	cluster
LOC-Os02g44310	0	1.648360058	0.999	0.977	0	cortex
LOC-Os06g13680	0	0.63061083	0.999	0.998	0	cortex
LOC-Os07g34589	0	0.597807494	0.999	0.993	0	cortex
LOC-Os01g21120	0	0.462817153	0.999	0.991	0	cortex
LOC-Os04g33110	0	0.756632089	0.996	0.985	0	cortex
LOC-Os03g07590	0	0.720201247	0.993	0.969	0	cortex
LOC-Os10g40510	0	2.766598979	0.989	0.841	0	cortex
LOC-Os07g30970	0	1.063401313	0.989	0.924	0	cortex
LOC-Os10g40520	0	2.095897301	0.979	0.793	0	cortex
LOC-Os05g33400	0	0.730687501	0.967	0.787	0	cortex
LOC-Os05g37970	0	0.730114279	0.965	0.926	0	cortex
LOC-Os03g49380	0	0.546612472	0.965	0.885	0	cortex
LOC-Os10g22590	0	0.674368764	0.963	0.813	0	cortex
LOC-Os12g36240	0	1.232627614	0.948	0.815	0	cortex
LOC-Os01g21250	0	0.858721218	0.946	0.796	0	cortex
LOC-Os12g36210	0	1.90151179	0.942	0.493	0	cortex
LOC-Os11g04480	0	0.535996097	0.942	0.804	0	cortex
LOC-Os07g38170	0	0.64758108	0.933	0.798	0	cortex
LOC-Os01g16960	0	0.604965396	0.924	0.77	0	cortex
LOC-Os03g05390	0	0.549084161	0.902	0.671	0	cortex
LOC-Os05g11900	0	0.637366791	0.896	0.663	0	cortex
LOC-Os10g40530	0	1.391999964	0.883	0.746	0	cortex
LOC-Os03g14050	0	0.717785443	0.883	0.647	0	cortex
LOC-Os02g44990	0	0.682770403	0.88	0.693	0	cortex
LOC-Os07g47990	0	1.203764746	0.856	0.544	0	cortex
LOC-Os04g31520	0	1.877270254	0.843	0.252	0	cortex
LOC-Os03g50030	0	1.253813699	0.841	0.252	0	cortex
LOC-Os09g26420	0	0.518587014	0.84	0.525	0	cortex
LOC-Os03g46660	0	0.495489688	0.84	0.582	0	cortex
LOC-Os08g03290	0	0.552397473	0.838	0.601	0	cortex
LOC-Os04g46810	0	2.526106584	0.836	0.558	0	cortex
LOC-Os02g44080	0	1.195504232	0.818	0.514	0	cortex
LOC-Os03g26820	0	1.579945259	0.811	0.353	0	cortex
LOC-Os06g04210	0	0.702572885	0.81	0.537	0	cortex
LOC-Os06g35520	0	1.419938247	0.784	0.279	0	cortex
LOC-Os12g36220	0	0.990407102	0.782	0.51	0	cortex
LOC-Os03g22820	0	0.762141909	0.775	0.455	0	cortex
LOC-Os10g22520	0	0.648898754	0.771	0.475	0	cortex
LOC-Os01g66150	0	0.538017355	0.762	0.517	0	cortex
LOC-Os07g35480	0	0.933719288	0.76	0.407	0	cortex
LOC-Os06g02420	0	0.963217422	0.746	0.208	0	cortex
LOC-Os11g47600	0	1.088615395	0.722	0.348	0	cortex
LOC-Os04g52780	0	0.924025589	0.708	0.205	0	cortex
LOC-Os01g50870	0	0.861472921	0.704	0.273	0	cortex
LOC-Os04g53740	0	0.673305078	0.701	0.364	0	cortex
LOC-Os04g39980	0	0.994971815	0.699	0.356	0	cortex
LOC-Os09g31040	0	1.035680006	0.682	0.326	0	cortex
LOC-Os01g11600	0	1.356481337	0.639	0.264	0	cortex
LOC-Os07g09970	0	1.047213145	0.639	0.168	0	cortex
LOC-Os09g29960	0	0.833929406	0.631	0.334	0	cortex
LOC-Os07g18750	0	1.460379902	0.622	0.106	0	cortex
LOC-Os08g31340	0	0.913912537	0.622	0.198	0	cortex
LOC-Os03g62060	0	1.326044883	0.603	0.173	0	cortex
LOC-Os01g71970	0	0.706172421	0.59	0.213	0	cortex
LOC-Os01g72340	0	0.510676128	0.578	0.255	0	cortex
LOC-Os06g33880	0	0.770326591	0.576	0.237	0	cortex
LOC-Os01g08130	0	0.759653635	0.571	0.088	0	cortex
LOC-Os04g42620	0	0.895516104	0.563	0.084	0	cortex
LOC-Os12g38360	0	0.876289196	0.562	0.102	0	cortex
LOC-Os03g29190	0	0.650016583	0.559	0.186	0	cortex
LOC-Os10g18340	0	1.399731007	0.535	0.24	0	cortex
LOC-Os04g39020	0	0.502340798	0.535	0.175	0	cortex
LOC-Os02g50810	0	0.612475991	0.534	0.222	0	cortex
LOC-Os03g01300	0	2.0273879	0.509	0.178	0	cortex
LOC-Os12g02300	0	1.751483705	0.491	0.104	0	cortex
LOC-Os01g65880	0	0.982266994	0.49	0.106	0	cortex
LOC-Os11g02350	0	1.892313399	0.479	0.141	0	cortex
LOC-Os03g54050	0	0.575503562	0.479	0.15	0	cortex
LOC-Os11g26190	0	0.624221776	0.468	0.086	0	cortex
LOC-Os01g09590	0	0.65025809	0.415	0.086	0	cortex
LOC-Os09g10010	0	0.828997577	0.358	0.059	0	cortex
LOC-Os03g04310	0	0.489162461	0.357	0.044	0	cortex
LOC-Os12g40550	0	0.390423307	0.353	0.052	0	cortex
LOC-Os01g73170	0	0.556466955	0.347	0.054	0	cortex
LOC-Os03g55220	0	0.505430724	0.342	0.045	0	cortex
LOC-Os01g51570	0	0.621347514	0.325	0.045	0	cortex
LOC-Os01g53990	0	0.628488938	0.309	0.041	0	cortex
LOC-Os09g21380	4.21E-307	0.529546896	0.524	0.208	1.65E-302	cortex
LOC-Os01g52594	5.54E-307	0.682828302	0.88	0.72	2.17E-302	cortex
LOC-Os01g52500	1.39E-306	0.527133825	0.921	0.796	5.44E-302	cortex
LOC-Os03g01309	2.21E-303	1.642279968	0.392	0.115	8.66E-299	cortex
LOC-Os01g02160	6.18E-303	0.942106332	0.498	0.211	2.42E-298	cortex
LOC-Os01g63060	1.88E-302	0.49380441	0.807	0.558	7.38E-298	cortex
LOC-Os10g26680	3.28E-297	0.45693786	0.816	0.619	1.28E-292	cortex
LOC-Os01g16140	5.39E-297	0.726766184	0.86	0.681	2.11E-292	cortex
LOC-Os08g28880	4.51E-292	0.435270447	0.304	0.049	1.77E-287	cortex
LOC-Os02g32520	8.49E-285	0.614578271	0.642	0.362	3.33E-280	cortex
LOC-Os01g64170	2.73E-284	0.674481607	0.747	0.535	1.07E-279	cortex
LOC-Os04g40040	1.06E-282	0.510548949	0.45	0.156	4.14E-278	cortex
LOC-Os03g13870	9.66E-278	0.650801257	0.678	0.387	3.79E-273	cortex
LOC-Os02g19770	9.04E-276	0.83750802	0.889	0.772	3.55E-271	cortex
LOC-Os06g04220	9.54E-274	0.984088582	0.761	0.542	3.74E-269	cortex
LOC-Os09g31000	2.93E-272	1.069559728	0.765	0.585	1.15E-267	cortex
LOC-Os09g31080	1.69E-271	0.840759492	0.74	0.5	6.64E-267	cortex
LOC-Os08g05960	4.87E-267	0.646340099	0.539	0.246	1.91E-262	cortex
LOC-Os09g30490	9.14E-267	0.848920186	0.943	0.889	3.59E-262	cortex
LOC-Os01g02139	5.62E-265	0.548507481	0.823	0.615	2.20E-260	cortex
LOC-Os05g10650	1.56E-264	0.636457376	0.84	0.697	6.14E-260	cortex
LOC-Os08g34240	2.07E-264	0.409097956	0.367	0.101	8.11E-260	cortex
LOC-Os07g31500	5.45E-260	0.474270874	0.36	0.101	2.14E-255	cortex
LOC-Os12g28770	9.32E-260	0.32330197	0.228	0.021	3.66E-255	cortex
LOC-Os05g10930	8.11E-258	0.537665279	0.624	0.345	3.18E-253	cortex
LOC-Os06g09560	1.41E-254	0.532012891	0.466	0.189	5.52E-250	cortex
LOC-Os02g42440	2.07E-253	0.66797478	0.603	0.347	8.11E-249	cortex
LOC-Os05g46350	9.89E-249	0.340352838	0.309	0.069	3.88E-244	cortex
LOC-Os01g40280	2.49E-248	0.455489751	0.709	0.466	9.77E-244	cortex
LOC-Os04g34970	2.52E-248	0.629269167	0.812	0.621	9.89E-244	cortex
LOC-Os03g15340	1.76E-245	0.427627256	0.292	0.057	6.89E-241	cortex
LOC-Os07g30170	1.82E-244	0.377321382	0.416	0.156	7.15E-240	cortex
LOC-Os10g26540	2.00E-243	0.477979475	0.489	0.215	7.84E-239	cortex
LOC-Os02g44870	1.94E-239	0.824996348	0.912	0.83	7.61E-235	cortex
LOC-Os04g57760	2.86E-238	0.459598372	0.978	0.952	1.12E-233	cortex
LOC-Os05g49620	6.78E-238	0.581396427	0.502	0.23	2.66E-233	cortex
LOC-Os04g40910	6.99E-236	0.582067038	0.692	0.469	2.74E-231	cortex
LOC-Os01g68589	2.18E-235	1.276535041	0.293	0.07	8.55E-231	cortex
LOC-Os12g29400	4.40E-234	0.738321555	0.908	0.814	1.73E-229	cortex
LOC-Os02g37930	5.50E-233	0.537145152	0.914	0.821	2.16E-228	cortex
LOC-Os03g31510	1.31E-232	0.613463974	0.773	0.596	5.12E-228	cortex
LOC-Os06g05430	9.91E-231	0.783953582	0.629	0.373	3.89E-226	cortex
LOC-Os08g31090	1.02E-230	0.494592976	0.874	0.677	3.98E-226	cortex
LOC-Os03g52860	1.78E-230	0.821343474	0.448	0.19	6.97E-226	cortex
LOC-Os05g38660	7.97E-230	0.745534664	0.645	0.406	3.13E-225	cortex
LOC-Os07g47790	1.09E-228	0.663384008	0.819	0.656	4.26E-224	cortex
LOC-Os02g52000	2.80E-227	0.497112072	0.468	0.195	1.10E-222	cortex
LOC-Os11g44940	1.30E-226	0.549529842	0.827	0.664	5.09E-222	cortex
LOC-Os07g40630	1.35E-226	0.415952976	0.473	0.196	5.30E-222	cortex
LOC-Os08g10500	1.80E-225	0.615204445	0.846	0.677	7.08E-221	cortex
LOC-Os03g22790	1.40E-223	0.44962278	0.634	0.39	5.50E-219	cortex
LOC-Os09g38340	1.21E-222	0.266912147	0.254	0.045	4.75E-218	cortex
LOC-Os04g52504	1.23E-222	0.636155268	0.868	0.744	4.84E-218	cortex
LOC-Os11g10480	2.15E-221	0.377696989	0.991	0.972	8.41E-217	cortex
LOC-Os04g37480	2.34E-221	0.569795983	0.595	0.343	9.19E-217	cortex
LOC-Os01g69100	4.97E-219	0.424782708	0.557	0.301	1.95E-214	cortex
LOC-Os03g20630	7.32E-218	0.492017332	0.73	0.527	2.87E-213	cortex
LOC-Os03g06580	1.19E-216	0.432627832	0.34	0.105	4.67E-212	cortex
LOC-Os03g60220	2.02E-216	0.446079694	0.74	0.515	7.91E-212	cortex
LOC-Os03g01270	5.86E-216	0.556961565	0.217	0.03	2.30E-211	cortex
LOC-Os02g42450	1.34E-213	0.740658145	0.305	0.085	5.27E-209	cortex
LOC-Os12g35610	6.80E-213	0.406459275	0.887	0.76	2.67E-208	cortex
LOC-Os10g41400	9.57E-212	0.408503833	0.714	0.512	3.75E-207	cortex
LOC-Os01g62410	3.06E-209	0.46612732	0.424	0.184	1.20E-204	cortex
LOC-Os09g30506	1.93E-208	0.524565976	0.261	0.057	7.58E-204	cortex
LOC-Os01g65920	5.52E-207	0.431896296	0.395	0.156	2.16E-202	cortex
LOC-Os11g05110	1.77E-206	0.360823409	0.932	0.851	6.94E-202	cortex
LOC-Os04g56430	6.75E-206	1.287862601	0.623	0.407	2.65E-201	cortex
LOC-Os05g47830	1.30E-205	0.407671114	0.406	0.164	5.10E-201	cortex
LOC-Os12g05260	2.11E-205	0.618173308	0.773	0.563	8.27E-201	cortex
LOC-Os04g46820	5.42E-203	0.312269204	0.184	0.017	2.12E-198	cortex
LOC-Os10g37660	1.73E-201	0.319391266	0.24	0.046	6.79E-197	cortex
LOC-Os07g10840	9.15E-201	0.487254069	0.246	0.052	3.59E-196	cortex
LOC-Os06g48030	3.81E-199	0.429487243	0.265	0.064	1.49E-194	cortex
LOC-Os07g39860	6.44E-199	0.680017961	0.8	0.635	2.52E-194	cortex
LOC-Os11g42550	1.76E-196	0.529296828	0.511	0.259	6.92E-192	cortex
LOC-Os12g08130	1.09E-194	0.409254483	0.357	0.127	4.29E-190	cortex
LOC-Os04g37700	4.70E-194	0.626174204	0.593	0.353	1.84E-189	cortex
LOC-Os02g56700	9.83E-194	0.508664171	0.355	0.131	3.86E-189	cortex
LOC-Os05g11560	1.87E-193	0.309348832	0.279	0.073	7.32E-189	cortex
LOC-Os04g49954	2.36E-193	0.490657691	0.843	0.737	9.27E-189	cortex
LOC-Os03g50280	2.34E-192	0.435233922	0.667	0.455	9.19E-188	cortex
LOC-Os01g71090	1.21E-190	0.503312192	0.304	0.093	4.73E-186	cortex
LOC-Os01g40560	1.48E-190	0.27232544	0.187	0.022	5.81E-186	cortex
LOC-Os07g46480	8.22E-189	0.420857894	0.23	0.047	3.22E-184	cortex
LOC-Os06g22960	1.14E-188	0.607568515	0.858	0.692	4.48E-184	cortex
LOC-Os07g01180	2.76E-187	0.273084044	0.265	0.068	1.08E-182	cortex
LOC-Os06g46980	1.08E-186	0.618933778	0.929	0.87	4.25E-182	cortex
LOC-Os06g42720	8.17E-186	0.36658884	0.88	0.773	3.20E-181	cortex
LOC-Os02g36880	1.90E-184	0.364746353	0.364	0.135	7.45E-180	cortex
LOC-Os07g07410	1.77E-183	0.410865003	0.661	0.446	6.96E-179	cortex
LOC-Os05g48010	2.56E-183	0.467884302	0.959	0.941	1.00E-178	cortex
LOC-Os03g60580	5.73E-183	0.787346554	0.692	0.518	2.25E-178	cortex
LOC-Os01g06660	2.45E-182	0.423332096	0.501	0.261	9.61E-178	cortex
LOC-Os07g06830	7.75E-180	0.76599234	0.699	0.514	3.04E-175	cortex
LOC-Os06g39240	5.35E-178	0.590228716	0.894	0.803	2.10E-173	cortex
LOC-Os03g05760	1.18E-177	0.400444095	0.633	0.438	4.63E-173	cortex
LOC-Os07g44410	1.20E-177	0.483661719	0.688	0.487	4.69E-173	cortex
LOC-Os09g38560	3.71E-177	0.326840784	0.838	0.705	1.45E-172	cortex
LOC-Os05g44922	2.01E-175	0.413608698	0.863	0.751	7.87E-171	cortex
LOC-Os04g46390	2.76E-175	0.283272832	0.266	0.073	1.08E-170	cortex
LOC-Os11g45740	4.51E-175	0.347943028	0.285	0.088	1.77E-170	cortex
LOC-Os01g60190	2.20E-174	0.447241661	0.637	0.448	8.63E-170	cortex
LOC-Os03g48380	8.02E-174	0.281583619	0.355	0.136	3.14E-169	cortex
LOC-Os06g11600	2.76E-173	0.279199148	0.209	0.04	1.08E-168	cortex
LOC-Os05g46840	3.89E-173	0.453179715	0.289	0.092	1.53E-168	cortex
LOC-Os10g23050	6.56E-172	0.363684999	0.3	0.1	2.57E-167	cortex
LOC-Os07g31720	3.56E-171	0.356655945	0.435	0.199	1.40E-166	cortex
LOC-Os01g72610	2.43E-169	0.427402236	0.798	0.627	9.52E-165	cortex
LOC-Os01g73024	5.93E-168	0.337907336	0.302	0.104	2.32E-163	cortex
LOC-Os08g43490	3.08E-167	0.572191489	0.655	0.465	1.21E-162	cortex
LOC-Os05g08414	7.94E-166	0.293897572	0.922	0.849	3.11E-161	cortex
LOC-Os04g37774	1.82E-165	0.482550019	0.916	0.871	7.12E-161	cortex
LOC-Os01g43870	2.97E-165	0.423812199	0.476	0.26	1.17E-160	cortex
LOC-Os02g45780	2.25E-164	0.412525056	0.505	0.273	8.81E-160	cortex
LOC-Os03g02530	9.82E-164	0.46434429	0.836	0.708	3.85E-159	cortex
LOC-Os01g74450	1.67E-163	0.560299998	0.419	0.203	6.53E-159	cortex
LOC-Os05g48650	2.64E-163	0.343523209	0.251	0.07	1.03E-158	cortex
LOC-Os06g04030	9.11E-163	0.281606369	0.999	0.99	3.57E-158	cortex
LOC-Os05g03740	2.51E-162	0.364244531	0.398	0.187	9.83E-158	cortex
LOC-Os06g14490	3.68E-162	0.330138123	0.491	0.278	1.44E-157	cortex
LOC-Os05g37060	6.17E-162	0.752613922	0.352	0.143	2.42E-157	cortex
LOC-Os11g30760	2.43E-161	0.727583417	0.623	0.437	9.51E-157	cortex
LOC-Os01g55240	7.05E-161	0.458665622	0.729	0.508	2.77E-156	cortex
LOC-Os03g04000	9.96E-161	0.351729458	0.721	0.537	3.91E-156	cortex
LOC-Os03g58764	1.03E-159	0.500291607	0.58	0.389	4.04E-155	cortex
LOC-Os05g45300	1.62E-159	0.405253553	0.631	0.442	6.36E-155	cortex
LOC-Os03g07870	1.06E-158	0.43919749	0.968	0.954	4.14E-154	cortex
LOC-Os07g02810	3.67E-158	0.471711013	0.411	0.197	1.44E-153	cortex
LOC-Os03g55770	9.93E-158	0.526750202	0.649	0.42	3.90E-153	cortex
LOC-Os08g34984	1.10E-157	0.328049011	0.18	0.031	4.30E-153	cortex
LOC-Os05g33410	1.36E-157	0.36024165	0.365	0.161	5.33E-153	cortex
LOC-Os08g37840	2.05E-157	0.402806462	0.353	0.144	8.03E-153	cortex
LOC-Os01g62230	1.14E-156	0.511898391	0.804	0.686	4.47E-152	cortex
LOC-Os04g37550	1.20E-156	0.758770316	0.471	0.275	4.71E-152	cortex
LOC-Os06g50900	1.60E-155	0.26128603	0.24	0.067	6.29E-151	cortex
LOC-Os02g35940	2.70E-155	0.276832552	0.287	0.099	1.06E-150	cortex
LOC-Os01g50910	2.89E-155	0.501175783	0.182	0.033	1.14E-150	cortex
LOC-Os01g67220	8.29E-154	0.385570842	0.61	0.419	3.25E-149	cortex
LOC-Os01g64730	9.00E-154	0.354334234	0.71	0.522	3.53E-149	cortex
LOC-Os02g22130	1.90E-152	0.400216884	0.927	0.864	7.46E-148	cortex
LOC-Os01g42030	2.99E-152	0.446039923	0.491	0.289	1.17E-147	cortex
LOC-Os03g16170	3.55E-152	0.306525143	0.259	0.08	1.39E-147	cortex
LOC-Os07g03730	4.45E-152	0.612650215	0.45	0.242	1.75E-147	cortex
LOC-Os06g48240	8.41E-152	0.482771765	0.46	0.252	3.30E-147	cortex
LOC-Os10g32520	1.45E-151	0.337650554	0.621	0.431	5.67E-147	cortex
LOC-Os03g55420	1.63E-151	0.453804514	0.386	0.184	6.39E-147	cortex
LOC-Os08g25140	1.13E-150	0.39894164	0.628	0.428	4.45E-146	cortex
LOC-Os12g08210	2.74E-150	0.301937616	0.335	0.139	1.08E-145	cortex
LOC-Os08g09250	7.86E-150	0.341899188	0.68	0.519	3.08E-145	cortex
LOC-Os12g29330	2.48E-149	0.446427654	0.659	0.463	9.72E-145	cortex
LOC-Os06g38660	6.22E-149	0.748955497	0.546	0.343	2.44E-144	cortex
LOC-Os05g25920	9.08E-149	0.777667128	0.834	0.81	3.56E-144	cortex
LOC-Os02g09810	3.92E-148	0.415231769	0.557	0.359	1.54E-143	cortex
LOC-Os10g38060	7.43E-147	0.481111958	0.745	0.593	2.91E-142	cortex
LOC-Os02g40500	1.15E-146	0.551062582	0.687	0.521	4.52E-142	cortex
LOC-Os04g41960	2.31E-146	0.414863639	0.917	0.81	9.08E-142	cortex
LOC-Os03g62600	4.23E-146	0.319709731	0.564	0.355	1.66E-141	cortex
LOC-Os04g37790	8.65E-145	0.495441401	0.702	0.553	3.39E-140	cortex
LOC-Os02g27360	1.53E-144	0.299097832	0.913	0.81	6.00E-140	cortex
LOC-Os04g54620	3.10E-144	0.627317683	0.193	0.043	1.22E-139	cortex
LOC-Os02g41820	3.79E-144	0.549019382	0.796	0.723	1.49E-139	cortex
LOC-Os09g25040	4.98E-144	0.28880702	0.353	0.157	1.95E-139	cortex
LOC-Os03g55776	1.13E-142	0.475043489	0.429	0.224	4.43E-138	cortex
LOC-Os04g34140	4.08E-141	0.387191595	0.493	0.299	1.60E-136	cortex
LOC-Os03g20600	3.18E-140	0.590786089	0.689	0.533	1.25E-135	cortex
LOC-Os05g45020	5.05E-140	0.387151184	0.946	0.887	1.98E-135	cortex
LOC-Os02g33070	1.05E-139	0.287865375	0.996	0.99	4.11E-135	cortex
LOC-Os04g52890	1.93E-139	0.305818167	0.346	0.151	7.55E-135	cortex
LOC-Os07g38090	2.54E-139	0.384039698	0.558	0.371	9.96E-135	cortex
LOC-Os08g39350	3.57E-139	0.299860641	0.58	0.365	1.40E-134	cortex
LOC-Os03g16410	6.38E-139	0.339119772	0.188	0.043	2.50E-134	cortex
LOC-Os02g57430	7.01E-139	0.349342219	0.476	0.283	2.75E-134	cortex
LOC-Os10g41460	2.47E-138	0.379331752	0.451	0.259	9.70E-134	cortex
LOC-Os02g01510	5.77E-138	0.39434869	0.942	0.893	2.26E-133	cortex
LOC-Os03g47530	3.39E-137	0.349036004	0.623	0.421	1.33E-132	cortex
LOC-Os01g55370	1.74E-136	0.255658453	0.214	0.058	6.81E-132	cortex
LOC-Os07g26550	2.54E-136	0.578153526	0.273	0.101	9.95E-132	cortex
LOC-Os04g51880	3.21E-135	0.308154709	0.356	0.17	1.26E-130	cortex
LOC-Os09g23590	4.66E-135	0.503538847	0.739	0.608	1.83E-130	cortex
LOC-Os11g12530	1.66E-134	0.272943086	0.193	0.046	6.51E-130	cortex
LOC-Os08g39870	2.27E-134	0.284425909	0.343	0.155	8.92E-130	cortex
LOC-Os10g35759	3.24E-134	0.322671139	0.428	0.228	1.27E-129	cortex
LOC-Os11g04409	9.62E-134	0.514317287	0.975	0.956	3.77E-129	cortex
LOC-Os01g68580	1.21E-133	0.517962858	0.141	0.019	4.74E-129	cortex
LOC-Os03g38540	1.52E-133	0.361494959	0.246	0.081	5.97E-129	cortex
LOC-Os02g40040	7.18E-133	0.349268713	0.53	0.343	2.82E-128	cortex
LOC-Os03g33090	2.04E-132	0.319086708	0.286	0.111	7.99E-128	cortex
LOC-Os03g58740	1.48E-131	0.348424198	0.66	0.48	5.79E-127	cortex
LOC-Os06g05420	2.97E-131	0.568996728	0.764	0.644	1.17E-126	cortex
LOC-Os05g44060	1.06E-128	0.295555658	0.249	0.085	4.17E-124	cortex
LOC-Os06g11150	1.25E-128	0.284832334	0.91	0.787	4.89E-124	cortex
LOC-Os01g62244	2.04E-128	0.447129269	0.892	0.853	7.99E-124	cortex
LOC-Os09g26340	2.48E-128	0.532318051	0.506	0.309	9.74E-124	cortex
LOC-Os03g63140	3.69E-128	0.291457948	0.619	0.435	1.45E-123	cortex
LOC-Os01g12000	7.67E-128	0.37566417	0.743	0.587	3.01E-123	cortex
LOC-Os03g07990	1.50E-127	0.298961996	0.8	0.688	5.90E-123	cortex
LOC-Os05g15530	2.42E-127	0.382701313	0.585	0.411	9.50E-123	cortex
LOC-Os01g08700	2.44E-127	0.328975537	0.758	0.631	9.56E-123	cortex
LOC-Os02g03560	1.04E-123	0.334159482	0.614	0.452	4.07E-119	cortex
LOC-Os03g15080	1.15E-123	0.36344542	0.289	0.12	4.50E-119	cortex
LOC-Os10g18870	1.57E-123	0.534131743	0.182	0.046	6.15E-119	cortex
LOC-Os02g03700	2.26E-123	0.576793372	0.726	0.597	8.86E-119	cortex
LOC-Os05g35740	3.05E-123	0.407825997	0.747	0.632	1.20E-118	cortex
LOC-Os01g19220	3.61E-123	0.312769517	0.239	0.085	1.41E-118	cortex
LOC-Os07g34640	1.21E-122	0.256982438	0.403	0.215	4.76E-118	cortex
LOC-Os02g46910	1.55E-122	0.362234009	0.473	0.29	6.09E-118	cortex
LOC-Os10g33040	1.38E-121	0.319240456	0.624	0.446	5.39E-117	cortex
LOC-Os01g72900	2.62E-120	0.635869954	0.3	0.134	1.03E-115	cortex
LOC-Os02g56460	1.57E-119	0.545351977	0.508	0.331	6.16E-115	cortex
LOC-Os05g34070	5.13E-119	0.254127902	0.877	0.798	2.01E-114	cortex
LOC-Os05g14240	2.04E-117	0.406170853	0.678	0.503	8.01E-113	cortex
LOC-Os01g55540	2.14E-117	0.319851801	0.891	0.815	8.38E-113	cortex
LOC-Os02g03210	2.72E-117	0.284144119	0.241	0.089	1.06E-112	cortex
LOC-Os10g40614	3.58E-117	0.561817429	0.14	0.025	1.40E-112	cortex
LOC-Os03g12670	4.32E-117	0.339261239	0.966	0.933	1.69E-112	cortex
LOC-Os07g34720	1.89E-116	0.43940209	0.32	0.147	7.40E-112	cortex
LOC-Os10g41490	2.60E-115	0.411293947	0.528	0.377	1.02E-110	cortex
LOC-Os03g02380	7.42E-115	0.358200845	0.408	0.227	2.91E-110	cortex
LOC-Os04g56030	2.84E-114	0.467516734	0.31	0.143	1.11E-109	cortex
LOC-Os01g03680	5.04E-114	0.383345057	0.156	0.035	1.98E-109	cortex
LOC-Os01g65520	6.06E-114	0.366149398	0.681	0.55	2.38E-109	cortex
LOC-Os02g26430	7.47E-114	0.442510471	0.523	0.354	2.93E-109	cortex
LOC-Os01g11150	9.45E-114	0.607718042	0.252	0.101	3.71E-109	cortex
LOC-Os05g50654	1.35E-113	0.46323602	0.459	0.286	5.30E-109	cortex
LOC-Os11g06770	4.14E-113	0.482475829	0.839	0.76	1.62E-108	cortex
LOC-Os03g03510	9.62E-113	0.275902423	0.454	0.272	3.77E-108	cortex
LOC-Os02g55880	1.73E-112	0.283509794	0.373	0.198	6.80E-108	cortex
LOC-Os04g37580	4.71E-112	0.259408847	0.385	0.206	1.85E-107	cortex
LOC-Os01g58310	2.29E-111	0.391638331	0.628	0.479	8.98E-107	cortex
LOC-Os02g41954	8.59E-111	0.432997241	0.47	0.295	3.37E-106	cortex
LOC-Os04g54300	2.43E-110	0.421343913	0.466	0.291	9.55E-106	cortex
LOC-Os01g31370	1.11E-109	0.347905479	0.581	0.423	4.34E-105	cortex
LOC-Os04g42340	1.50E-109	0.277176179	0.508	0.338	5.90E-105	cortex
LOC-Os07g37400	4.88E-109	0.364444	0.732	0.606	1.91E-104	cortex
LOC-Os01g68060	6.80E-109	0.33115291	0.851	0.771	2.67E-104	cortex
LOC-Os05g40010	7.74E-109	0.506028907	0.184	0.054	3.04E-104	cortex
LOC-Os07g42220	3.51E-108	0.329065417	0.513	0.333	1.38E-103	cortex
LOC-Os03g07380	8.67E-108	0.312336981	0.626	0.451	3.40E-103	cortex
LOC-Os02g50710	1.72E-107	0.451786057	0.96	0.963	6.73E-103	cortex
LOC-Os09g10274	2.10E-107	0.553510581	0.68	0.564	8.25E-103	cortex
LOC-Os07g09420	3.32E-107	0.353892092	0.961	0.92	1.30E-102	cortex
LOC-Os05g41550	4.00E-107	0.362309477	0.818	0.72	1.57E-102	cortex
LOC-Os03g44636	4.82E-107	0.348089092	0.558	0.392	1.89E-102	cortex
LOC-Os01g07120	9.70E-107	0.31096268	0.652	0.486	3.80E-102	cortex
LOC-Os08g40150	1.03E-106	0.292815788	0.718	0.582	4.05E-102	cortex
LOC-Os03g25040	1.78E-106	0.256153775	0.449	0.262	7.00E-102	cortex
LOC-Os06g10210	2.85E-106	0.283864357	0.591	0.42	1.12E-101	cortex
LOC-Os06g39875	3.18E-106	0.459374344	0.413	0.249	1.25E-101	cortex
LOC-Os08g43210	3.77E-106	0.44710191	0.553	0.397	1.48E-101	cortex
LOC-Os01g15010	5.72E-106	0.304272668	0.705	0.583	2.24E-101	cortex
LOC-Os07g14650	7.19E-106	0.309320797	0.86	0.793	2.82E-101	cortex
LOC-Os03g13740	7.61E-106	0.363095753	0.763	0.631	2.98E-101	cortex
LOC-Os01g44120	8.68E-106	0.301185781	0.957	0.926	3.40E-101	cortex
LOC-Os06g30750	8.83E-106	0.262065563	0.377	0.209	3.46E-101	cortex
LOC-Os04g31804	2.27E-105	0.346697899	0.532	0.37	8.89E-101	cortex
LOC-Os03g18230	4.27E-105	0.518203384	0.364	0.203	1.67E-100	cortex
LOC-Os08g08970	8.79E-105	0.395182129	0.114	0.016	3.45E-100	cortex
LOC-Os06g46970	4.05E-104	0.475566028	0.88	0.821	1.59E-99	cortex
LOC-Os01g72080	5.19E-104	0.370580034	0.506	0.336	2.03E-99	cortex
LOC-Os01g06640	9.44E-104	0.263370334	0.229	0.087	3.70E-99	cortex
LOC-Os01g49710	1.44E-103	0.358434821	0.38	0.209	5.64E-99	cortex
LOC-Os06g49780	1.71E-103	0.272015423	0.562	0.409	6.72E-99	cortex
LOC-Os06g06360	2.10E-103	0.45515077	0.597	0.449	8.25E-99	cortex
LOC-Os06g48160	5.03E-103	0.379615577	0.334	0.168	1.97E-98	cortex
